time,unique_id,collection_id,instance_index,priority,scheduling_class,machine_id,alloc_collection_id,alloc_instance_index,collection_type,avg_cpu_usage,avg_memory_usage,max_cpu_usage,max_memory_usage,random_sample_cpu_usage,assigned_memory,sample_rate,p0_cpu_usage,p10_cpu_usage,p20_cpu_usage,p30_cpu_usage,p40_cpu_usage,p50_cpu_usage,p60_cpu_usage,p70_cpu_usage,p80_cpu_usage,p90_cpu_usage,p91_cpu_usage,p92_cpu_usage,p93_cpu_usage,p94_cpu_usage,p95_cpu_usage,p96_cpu_usage,p97_cpu_usage,p98_cpu_usage,p99_cpu_usage,memory_limit,cpu_limit,abstract_usage,abstract_limit
6423000000,330587238433-881,330587238433,881,360,2,70536007082,330587160469,0,0,0.005462646484375,0.003757476806640001,0.052734375,0.01312255859375,0.0006141662597650001,0.0,1.0,6.67572021484375e-05,0.000125885009765,0.000536918640136,0.000761985778808,0.001033782958984,0.0033683776855460003,0.006866455078125001,0.00872802734375,0.008987426757812,0.011245727539062,0.011322021484375002,0.012237548828125002,0.014068603515625002,0.0152587890625,0.016143798828125,0.01812744140625,0.019989013671875,0.021575927734375,0.026824951171875003,0.00130271911621,0.021759033203125,0.0,0.0
6599000000,330587238433-881,330587238433,881,360,2,70536007082,330587160469,0,0,0.010589599609375,0.01318359375,0.010772705078125,0.01318359375,0.010772705078125,0.0,1.0,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.010482788085937,0.00130271911621,0.021759033203125,0.0,0.0
6600000000,330587238433-881,330587238433,881,360,2,70536007082,330587160469,0,0,0.026458740234375003,0.01348876953125,0.072265625,0.014129638671875002,0.039306640625,0.0,1.0,0.006790161132812,0.010452270507812,0.01068115234375,0.010818481445312,0.011032104492187,0.029083251953125003,0.037841796875,0.03863525390625,0.03973388671875,0.05218505859375,0.05657958984375,0.05682373046875,0.05706787109375,0.05731201171875,0.05755615234375,0.0604248046875,0.0604248046875,0.0604248046875,0.0604248046875,0.00130271911621,0.021759033203125,0.0,0.0
6624000000,330587238433-881,330587238433,881,360,2,70536007082,330587160469,0,0,0.0022544860839840003,9.5367431640625e-07,0.013504028320312,9.5367431640625e-07,0.013504028320312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00130271911621,0.021759033203125,0.0,0.0
6627000000,330587238433-881,330587238433,881,360,2,104791355579,330587160469,0,0,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07,0.0,0.0,1.0,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.00130271911621,0.021759033203125,0.0,0.0
69781000000,330587238433-881,330587238433,881,360,2,36050478595,330587160469,0,0,0.005691528320312,0.000567436218261,0.009750366210937,0.0006685256958000001,0.008529663085937,0.0,1.0,0.0,0.00016307830810500002,0.000247001647949,0.001953125,0.007713317871093001,0.007949829101562,0.008056640625,0.00811767578125,0.008163452148437,0.00830078125,0.008316040039062,0.008346557617187,0.008407592773437,0.00860595703125,0.0086669921875,0.00921630859375,0.009292602539062,0.009719848632812,0.009719848632812,0.00130271911621,0.021759033203125,0.0,0.0
69829000000,330587238433-881,330587238433,881,360,2,36050478595,330587160469,0,0,0.000120162963867,0.000482559204101,0.0003852844238280001,0.0006618499755850001,0.000130653381347,0.0,1.0,3.4332275390625e-05,3.4332275390625e-05,5.531311035156251e-05,6.866455078125e-05,8.20159912109375e-05,0.000109672546386,0.000149726867675,0.000189781188964,0.000228881835937,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.0003862380981440001,0.00130271911621,0.021759033203125,0.0,0.0
69839000000,330587238433-881,330587238433,881,360,2,36050478595,330587160469,0,0,5.722045898437501e-05,9.5367431640625e-07,0.000226020812988,9.5367431640625e-07,1.2397766113281252e-05,0.0,1.0,0.0,0.0,0.0,9.5367431640625e-07,9.5367431640625e-07,1.9073486328125e-06,1.9073486328125e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0.00130271911621,0.021759033203125,0.0,0.0
69843000000,330587238433-881,330587238433,881,360,2,0,330587160469,0,0,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00130271911621,0.021759033203125,0.0,0.0
71284000000,330587238433-881,330587238433,881,360,2,23744711858,330587160469,0,0,0.0,0.0,3.814697265625e-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.5367431640625e-07,1.9073486328125e-06,2.86102294921875e-06,2.86102294921875e-06,3.814697265625e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,4.76837158203125e-06,0.00130271911621,0.021759033203125,0.0,0.0
71292000000,330587238433-881,330587238433,881,360,2,0,330587160469,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00130271911621,0.021759033203125,0.0,0.0
82583000000,330587238433-881,330587238433,881,360,2,104791421192,330587160469,0,0,0.000914573669433,0.000603675842285,0.0101318359375,0.0008258819580070001,9.1552734375e-05,0.0,1.0,3.814697265625e-05,5.626678466796876e-05,6.961822509765625e-05,8.392333984375001e-05,9.727478027343751e-05,0.000112533569335,0.000126838684082,0.00015830993652300002,0.000310897827148,0.001659393310546,0.001930236816406,0.0033874511718750004,0.008865356445312,0.008895874023437,0.008926391601562,0.008956909179687,0.00897216796875,0.009002685546875,0.009185791015625,0.00130271911621,0.021759033203125,0.0,0.0
82800000000,330587238433-881,330587238433,881,360,2,104791421192,330587160469,0,0,0.000123977661132,0.0006132125854490001,0.000584602355957,0.000616073608398,0.00014305114746000002,0.0,0.996666669845581,6.008148193359376e-05,6.67572021484375e-05,7.43865966796875e-05,8.106231689453125e-05,8.964538574218751e-05,0.000102996826171,0.000116348266601,0.000129699707031,0.000165939331054,0.000220298767089,0.000234603881835,0.000248908996582,0.00026226043701100003,0.00027370452880800004,0.000284194946289,0.00029468536376900005,0.00030517578125,0.00032424926757800005,0.00034523010253900005,0.00130271911621,0.021759033203125,0.0,0.0
83100000000,330587238433-881,330587238433,881,360,2,104791421192,330587160469,0,0,0.00177001953125,0.0029563903808590003,0.020263671875,0.006134033203125001,0.0007524490356440001,0.0,1.0,6.771087646484375e-05,0.00017166137695300002,0.000349998474121,0.000520706176757,0.000670433044433,0.0008163452148430001,0.00096321105957,0.001253128051757,0.00168228149414,0.005241394042968001,0.00726318359375,0.008438110351562,0.008743286132812,0.008804321289062,0.008865356445312,0.0089111328125,0.00897216796875,0.009246826171875,0.009567260742187,0.00130271911621,0.021759033203125,0.0,0.0
83400000000,330587238433-881,330587238433,881,360,2,104791421192,330587160469,0,0,0.03155517578125,0.010452270507812,0.22314453125,0.011672973632812,0.0330810546875,0.0,0.983333349227905,0.0006303787231440001,0.004379272460937,0.02984619140625,0.03277587890625,0.0341796875,0.0352783203125,0.03668212890625,0.03765869140625,0.0386962890625,0.04034423828125,0.04058837890625,0.04095458984375,0.04132080078125,0.04168701171875,0.04217529296875,0.04266357421875,0.0433349609375,0.0440673828125,0.04461669921875,0.00130271911621,0.021759033203125,0.0,0.0
