time,unique_id,collection_id,instance_index,priority,scheduling_class,machine_id,alloc_collection_id,alloc_instance_index,collection_type,avg_cpu_usage,avg_memory_usage,max_cpu_usage,max_memory_usage,random_sample_cpu_usage,assigned_memory,sample_rate,p0_cpu_usage,p10_cpu_usage,p20_cpu_usage,p30_cpu_usage,p40_cpu_usage,p50_cpu_usage,p60_cpu_usage,p70_cpu_usage,p80_cpu_usage,p90_cpu_usage,p91_cpu_usage,p92_cpu_usage,p93_cpu_usage,p94_cpu_usage,p95_cpu_usage,p96_cpu_usage,p97_cpu_usage,p98_cpu_usage,p99_cpu_usage,memory_limit,cpu_limit,abstract_usage,abstract_limit
461592000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.00017166137695300002,0.000320434570312,0.00286865234375,0.000350952148437,6.866455078125e-05,0.0,1.0,0.0,4.673004150390626e-05,5.340576171875001e-05,6.008148193359376e-05,6.580352783203125e-05,7.2479248046875e-05,7.915496826171875e-05,8.583068847656251e-05,0.000109672546386,0.00015735626220700002,0.00016784667968700002,0.000225067138671,0.0004062652587890001,0.000454902648925,0.001253128051757,0.001300811767578,0.0017471313476560002,0.0025444030761710003,0.002593994140625,0.00390625,0.012344360351562,0.0,0.0
461700000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.005523681640625,0.0020561218261710003,0.05859375,0.0034027099609370004,0.012832641601562,0.0,0.996666669845581,5.340576171875001e-05,7.2479248046875e-05,0.000104904174804,0.00018310546875,0.000942230224609,0.001783370971679,0.0034599304199210003,0.008346557617187,0.008544921875,0.0157470703125,0.01776123046875,0.018157958984375,0.019256591796875,0.021484375,0.023590087890625003,0.02459716796875,0.02728271484375,0.028900146484375003,0.0311279296875,0.00390625,0.012344360351562,0.0,0.0
462000000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.005989074707031,0.003181457519531,0.05206298828125,0.003532409667968,0.000421524047851,0.0,0.9933333396911621,0.000201225280761,0.000351905822753,0.0007896423339840001,0.001218795776367,0.0015888214111320002,0.002002716064453,0.003009796142578,0.007965087890625,0.01019287109375,0.0186767578125,0.019683837890625,0.020751953125,0.021209716796875,0.022613525390625003,0.0247802734375,0.025665283203125003,0.0264892578125,0.027435302734375003,0.0294189453125,0.00390625,0.012344360351562,0.0,0.0
462300000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.004844665527343001,0.003223419189453,0.04608154296875,0.0033683776855460003,0.000931739807128,0.0,0.996666669845581,0.000238418579101,0.00035572052001900005,0.000501632690429,0.001239776611328,0.001544952392578,0.001960754394531,0.0029754638671870004,0.004989624023437,0.0086669921875,0.012893676757812,0.014053344726562,0.014602661132812,0.0167236328125,0.017669677734375,0.018646240234375,0.0203857421875,0.022308349609375,0.0235595703125,0.0262451171875,0.00390625,0.012344360351562,0.0,0.0
462600000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.005043029785156,0.0031852722167960003,0.0469970703125,0.003360748291015,0.001222610473632,0.0,0.990000009536743,0.000268936157226,0.000372886657714,0.000713348388671,0.0011978149414060002,0.001470565795898,0.001848220825195,0.002655029296875,0.00555419921875,0.0086669921875,0.014495849609375002,0.0177001953125,0.0186767578125,0.01953125,0.021026611328125,0.022003173828125,0.02362060546875,0.024658203125,0.02789306640625,0.030029296875,0.00390625,0.012344360351562,0.0,0.0
462900000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.004745483398437,0.0032157897949210003,0.0537109375,0.00351333618164,0.001951217651367,0.0,0.990000009536743,0.000250816345214,0.00032520294189400005,0.000373840332031,0.00045108795166,0.001153945922851,0.001514434814453,0.001909255981445,0.0028343200683590003,0.007545471191406,0.01678466796875,0.0172119140625,0.01806640625,0.020111083984375,0.021453857421875,0.02288818359375,0.023651123046875003,0.025115966796875003,0.02862548828125,0.030609130859375003,0.00390625,0.012344360351562,0.0,0.0
463200000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.005760192871093001,0.0032157897949210003,0.05145263671875,0.003631591796875,0.001077651977539,0.0,0.990000009536743,0.00027847290039,0.000389099121093,0.000924110412597,0.001222610473632,0.001585006713867,0.002246856689453,0.002922058105468,0.006072998046875001,0.009292602539062,0.018310546875,0.018890380859375,0.019683837890625,0.021209716796875,0.022186279296875,0.02349853515625,0.026397705078125003,0.028411865234375003,0.030853271484375003,0.0330810546875,0.00390625,0.012344360351562,0.0,0.0
463500000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.005691528320312,0.0031890869140620004,0.03411865234375,0.003662109375,0.003883361816406,0.0,1.0,0.00016689300537100002,0.00036334991455,0.000484466552734,0.001136779785156,0.0014266967773430002,0.001760482788085,0.002265930175781,0.005050659179687,0.010879516601562,0.018829345703125,0.01934814453125,0.020172119140625,0.021148681640625,0.022308349609375,0.025115966796875003,0.025909423828125003,0.02728271484375,0.02838134765625,0.029205322265625003,0.00390625,0.012344360351562,0.0,0.0
463800000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.005668640136718001,0.003211975097656,0.076171875,0.0034904479980460003,0.009078979492187,0.0,0.9866666793823241,0.00015640258789,0.000211715698242,0.000664710998535,0.001203536987304,0.001491546630859,0.002037048339843,0.002933502197265,0.005577087402343001,0.0086669921875,0.0172119140625,0.01824951171875,0.019287109375,0.0196533203125,0.02130126953125,0.0224609375,0.023193359375,0.0245361328125,0.02581787109375,0.027313232421875003,0.00390625,0.012344360351562,0.0,0.0
464100000000,380263806889-29,380263806889,29,200,3,66703270262,380263806669,0,0,0.004142761230468001,0.0032196044921870004,0.03546142578125,0.00339126586914,0.000673294067382,0.0,0.9933333396911621,0.000154495239257,0.000205993652343,0.00031375885009700004,0.000964164733886,0.001361846923828,0.001728057861328,0.002338409423828,0.003952026367187,0.008346557617187,0.008834838867187,0.009521484375,0.010543823242187,0.011917114257812,0.0145263671875,0.015655517578125,0.01947021484375,0.020721435546875,0.024322509765625003,0.028839111328125003,0.00390625,0.012344360351562,0.0,0.0
