time,avg_cpu_usage
1001100000000,0.000434875488281
1001400000000,0.00024127960205000003
1001700000000,0.000232696533203
1002000000000,0.000212669372558
1002300000000,0.000203132629394
1002600000000,0.000203132629394
1002900000000,0.000203132629394
1003200000000,0.000203132629394
1003500000000,0.00020408630371
1003800000000,0.000205039978027
1004100000000,0.000203132629394
1004400000000,0.000207901000976
1004700000000,0.00039768218994100005
1005000000000,0.000247955322265
1005300000000,0.000233650207519
1005600000000,0.000208854675292
1005900000000,0.000202178955078
1006200000000,0.000205993652343
1006500000000,0.000207901000976
1006800000000,0.00020408630371
1007100000000,0.000205039978027
1007400000000,0.00021076202392500003
1007700000000,0.000199317932128
1008000000000,0.000211715698242
1008300000000,0.000373840332031
1008600000000,0.000246047973632
1008900000000,0.000243186950683
1009200000000,0.00021076202392500003
1009500000000,0.00020980834960900003
1009800000000,0.00020980834960900003
1010100000000,0.00020694732666
1010400000000,0.000203132629394
1010700000000,0.00021076202392500003
1011000000000,0.00020980834960900003
1011300000000,0.000205039978027
1011600000000,0.00030231475830000003
1011900000000,0.00024127960205000003
1012200000000,0.000233650207519
1012500000000,0.00021743774414
1012800000000,0.00021076202392500003
1013100000000,0.00020694732666
1013400000000,0.000207901000976
1013700000000,0.00020980834960900003
1014000000000,0.000220298767089
1014300000000,0.00021743774414
1014600000000,0.00021743774414
1014900000000,0.000212669372558
1015200000000,0.00026512145996000004
1015500000000,0.00024032592773400003
1015800000000,0.000233650207519
1016100000000,0.00021553039550700005
1016400000000,0.00020408630371
1016700000000,0.000207901000976
1017000000000,0.000207901000976
1017300000000,0.000207901000976
1017600000000,0.000201225280761
1017900000000,0.000201225280761
1018200000000,0.000208854675292
1018500000000,0.000212669372558
1018800000000,0.00026512145996000004
1019100000000,0.00033760070800700005
1019400000000,0.000250816345214
1019700000000,0.000226974487304
1020000000000,0.00020980834960900003
1020300000000,0.000211715698242
1020600000000,0.00021743774414
1020900000000,0.000219345092773
1021200000000,0.00021362304687500003
1021500000000,0.000212669372558
1021800000000,0.00021362304687500003
1022100000000,0.000208854675292
1022400000000,0.000200271606445
1022700000000,0.000207901000976
1023000000000,0.000208854675292
1023300000000,0.000410079956054
1023600000000,0.000464439392089
1023900000000,0.000247001647949
1024200000000,0.000237464904785
1024500000000,0.000212669372558
1024800000000,0.000216484069824
1025100000000,0.000211715698242
1025400000000,0.00020408630371
1025700000000,0.000199317932128
1026000000000,0.000208854675292
1026300000000,0.00034713745117100005
1026600000000,0.000242233276367
1026900000000,0.00023555755615200003
1027200000000,0.00020694732666
1027500000000,0.000202178955078
1027800000000,0.000218391418457
1028100000000,0.000223159790039
1028400000000,0.00021457672119100003
1028700000000,0.000205039978027
1029000000000,0.000201225280761
1029300000000,0.000201225280761
1029600000000,0.000223159790039
1029900000000,0.00057029724121
1030200000000,0.00024032592773400003
1030500000000,0.000242233276367
1030800000000,0.00021743774414
1031100000000,0.00021362304687500003
1031400000000,0.000212669372558
1031700000000,0.00021553039550700005
1032000000000,0.000199317932128
1032300000000,0.00021076202392500003
1032600000000,0.00021076202392500003
1032900000000,0.000205993652343
1033200000000,0.000196456909179
1033500000000,0.000211715698242
1033800000000,0.000591278076171
1034100000000,0.000248908996582
1034400000000,0.000233650207519
1034700000000,0.000207901000976
1035000000000,0.000225067138671
1035300000000,0.00023078918457
1035600000000,0.000219345092773
1035900000000,0.00021553039550700005
1036200000000,0.000221252441406
1036500000000,0.000207901000976
1036800000000,0.000211715698242
1037100000000,0.0005273818969720001
1037400000000,0.000248908996582
1037700000000,0.000253677368164
1038000000000,0.000223159790039
1038300000000,0.000205039978027
1038600000000,0.000223159790039
1038900000000,0.000219345092773
1039200000000,0.000280380249023
1039500000000,0.00024127960205000003
1039800000000,0.000237464904785
1040100000000,0.000226020812988
1040400000000,0.000222206115722
1040700000000,0.000554084777832
1041000000000,0.00030326843261700004
1041300000000,0.000255584716796
1041600000000,0.000239372253417
1041900000000,0.000223159790039
1042200000000,0.000260353088378
1042500000000,0.00025463104248
1042800000000,0.00025177001953100004
1043100000000,0.000229835510253
1043400000000,0.000223159790039
1043700000000,0.000223159790039
1044000000000,0.00021743774414
1044300000000,0.000531196594238
1044600000000,0.000409126281738
1044866000000,0.00028324127197200004
1044900000000,0.000269889831542
1045200000000,0.000238418579101
1045500000000,0.000220298767089
1045800000000,0.000275611877441
1046100000000,0.000248908996582
1046400000000,0.000248908996582
1046700000000,0.000225067138671
1047000000000,0.000226020812988
1047300000000,0.000220298767089
1047600000000,0.000269889831542
1047900000000,0.000463485717773
1048200000000,0.000249862670898
1048500000000,0.000253677368164
1048800000000,0.000220298767089
1049100000000,0.000233650207519
1049400000000,0.000266075134277
1049700000000,0.000257492065429
