time,avg_cpu_usage
744900000000,0.005470275878906
745200000000,0.004470825195312
745500000000,0.004608154296875
745800000000,0.004539489746093001
746100000000,0.004501342773437
746400000000,0.004730224609375
746700000000,0.00555419921875
747000000000,0.005821228027343001
747300000000,0.006149291992187
747600000000,0.005287170410156
747900000000,0.004364013671875
748200000000,0.006103515625
748500000000,0.004547119140625
748800000000,0.003196716308593
749100000000,0.002593994140625
749400000000,0.003627777099609
749700000000,0.0054931640625
750000000000,0.004035949707031
750300000000,0.004936218261718001
750600000000,0.005516052246093001
750900000000,0.003726959228515001
751200000000,0.002525329589843
751500000000,0.003898620605468
751800000000,0.00323486328125
752100000000,0.004158020019531
752400000000,0.004280090332031
752700000000,0.004257202148437
753000000000,0.004226684570312
753300000000,0.00363540649414
753600000000,0.004051208496093001
753900000000,0.006805419921875001
754200000000,0.006599426269531
754500000000,0.005165100097656
754800000000,0.004806518554687
755100000000,0.004264831542968001
755400000000,0.004966735839843001
755700000000,0.002826690673828
756000000000,0.003742218017578
756300000000,0.0033721923828120004
756600000000,0.00333023071289
756900000000,0.003673553466796
757200000000,0.004241943359375
757500000000,0.004280090332031
757800000000,0.003532409667968
758100000000,0.004486083984375
758400000000,0.004600524902343001
758700000000,0.0040283203125
759000000000,0.003643035888671
759300000000,0.0035552978515620004
759600000000,0.004066467285156
759900000000,0.003273010253906
760200000000,0.0029449462890620004
760500000000,0.003639221191406
760800000000,0.003887176513671
761100000000,0.003650665283203
761400000000,0.003303527832031
761700000000,0.003650665283203
762000000000,0.002471923828125
762300000000,0.002143859863281
762600000000,0.002212524414062
762900000000,0.002174377441406
763200000000,0.002128601074218
763500000000,0.002861022949218
763800000000,0.003028869628906
764100000000,0.002685546875
764400000000,0.002593994140625
764700000000,0.002799987792968
765000000000,0.0031280517578120004
765300000000,0.002449035644531
765600000000,0.0021324157714840003
765900000000,0.0023651123046870004
766200000000,0.00333023071289
766500000000,0.0025291442871090003
766800000000,0.002296447753906
767100000000,0.002079010009765
767400000000,0.0020866394042960003
767700000000,0.00223159790039
768000000000,0.0016937255859370002
768300000000,0.0026817321777340003
768600000000,0.001909255981445
768900000000,0.001750946044921
769200000000,0.002059936523437
769500000000,0.002311706542968
769800000000,0.002197265625
770100000000,0.002525329589843
770400000000,0.002555847167968
770700000000,0.002204895019531
771000000000,0.001991271972656
771300000000,0.002662658691406
771600000000,0.002479553222656
771900000000,0.002197265625
772200000000,0.001871109008789
772500000000,0.0020256042480460003
772800000000,0.0021324157714840003
773100000000,0.002647399902343
773400000000,0.002334594726562
773700000000,0.002342224121093
774000000000,0.0021018981933590003
774300000000,0.002067565917968
774600000000,0.001808166503906
774900000000,0.001802444458007
775200000000,0.0020713806152340003
775500000000,0.0023651123046870004
775800000000,0.002265930175781
776100000000,0.002033233642578
776400000000,0.002311706542968
776700000000,0.0024681091308590003
777000000000,0.002079010009765
777300000000,0.0020103454589840003
777600000000,0.002643585205078
777900000000,0.001953125
778200000000,0.0024070739746090003
778500000000,0.002151489257812
778800000000,0.001819610595703
779100000000,0.001903533935546
779400000000,0.00259780883789
779700000000,0.0027618408203120004
780000000000,0.002212524414062
780300000000,0.002296447753906
780600000000,0.00229263305664
780900000000,0.002059936523437
781200000000,0.0023612976074210003
781500000000,0.002643585205078
781800000000,0.002685546875
782100000000,0.002029418945312
782400000000,0.0025177001953120004
782700000000,0.002044677734375
783000000000,0.001935958862304
783300000000,0.002124786376953
783600000000,0.002185821533203
783900000000,0.0022850036621090003
784200000000,0.0025634765625
784500000000,0.002593994140625
784800000000,0.002571105957031
785100000000,0.002582550048828
785400000000,0.0031433105468750004
785700000000,0.0020103454589840003
786000000000,0.0022697448730460003
786300000000,0.0021324157714840003
786600000000,0.0024681091308590003
786900000000,0.00198745727539
787200000000,0.001968383789062
787500000000,0.002002716064453
787800000000,0.002403259277343
788100000000,0.001951217651367
788400000000,0.00213623046875
788700000000,0.002582550048828
789000000000,0.002304077148437
789300000000,0.002216339111328
789600000000,0.0024261474609370004
789900000000,0.002384185791015
790200000000,0.002826690673828
790500000000,0.0028991699218750004
790800000000,0.002952575683593
791100000000,0.0026054382324210003
791400000000,0.002403259277343
791700000000,0.0024871826171870004
792000000000,0.002506256103515
792300000000,0.002952575683593
792600000000,0.002647399902343
792900000000,0.0025787353515620004
793200000000,0.0028991699218750004
793500000000,0.0026664733886710003
793800000000,0.0024223327636710003
794100000000,0.002693176269531
794400000000,0.002250671386718
794700000000,0.0020751953125
795000000000,0.0023002624511710003
795300000000,0.002704620361328
795600000000,0.002216339111328
795900000000,0.0024528503417960003
796200000000,0.002384185791015
796500000000,0.0026702880859370004
796800000000,0.002552032470703
797100000000,0.002571105957031
797400000000,0.0025482177734370004
797700000000,0.002445220947265
